;lard/csv/lardSpecimen_RawData_6.csv;lard/csv/lardSpecimen_RawData_3.csv;lard/csv/lardSpecimen_RawData_1.csv;lard/csv/lardSpecimen_RawData_5.csv;lard/csv/lardSpecimen_RawData_9.csv;lard/csv/lardSpecimen_RawData_7.csv;lard/csv/lardSpecimen_RawData_4.csv;lard/csv/lardSpecimen_RawData_8.csv;lard/csv/lardSpecimen_RawData_10.csv;lard/csv/lardSpecimen_RawData_2.csv
-0.8100000000000005;0.01825;0.00058;-0.01002;-0.00348;0.02371;-9e-05;0.0085;0.01524;0.04752;-0.00301
-0.8099999999999987;0.02478;-0.000285;-0.00857;-0.00082;0.02293;0.004935;0.010975;0.017335;0.04398;-0.00203
-0.8000000000000007;0.02506;-0.00115;-0.00712;0.00184;0.022149999999999996;0.00996;0.01345;0.01943;0.04044;-0.00105
-0.7999999999999994;0.02534;-0.00121;-0.0060475;0.00229;0.021369999999999997;0.01233;0.0136425;0.017785000000000002;0.034879999999999994;-0.0007825
-0.7999999999999992;0.02562;-0.0012699999999999999;-0.004975;0.00244;0.020589999999999997;0.01312;0.013835;0.017236666666666667;0.03302666666666666;-0.0005149999999999999
-0.7999999999999989;0.02646;-0.00133;-0.0039025;0.00259;0.01747;0.01391;0.0140275;0.016688333333333336;0.03117333333333333;-0.00024749999999999994
-0.7900000000000009;0.022245;-0.00139;-0.00283;0.00274;0.01567;0.0147;0.01422;0.01614;0.02932;2e-05
-0.7899999999999991;0.01803;-0.00043999999999999996;-0.0004366666666666668;0.00261;0.01387;0.01518;0.013524999999999999;0.01278;0.027433333333333334;-0.0008166666666666666
-0.7800000000000011;0.012555;0.00051;0.0019566666666666665;0.00248;0.014765;0.01566;0.01283;0.00942;0.025546666666666665;-0.0016533333333333333
-0.7799999999999994;0.00708;0.00443;0.00435;0.0005349999999999999;0.01566;0.01614;0.012265;0.005545;0.02366;-0.00249
-0.7700000000000014;0.00528;0.00835;0.008645;-0.00141;0.020065;0.015445;0.0117;0.00167;0.021295;-0.000835
-0.7699999999999996;0.00348;0.00999;0.01294;-0.0017233333333333334;0.02447;0.01475;0.01133;0.0008950000000000001;0.01893;0.00082
-0.7600000000000016;0.004935;0.01163;0.016919999999999998;-0.0020366666666666667;0.02491;0.011484999999999999;0.010960000000000001;0.00012;0.02047;0.0010400000000000001
-0.7599999999999998;0.00639;0.01327;0.0209;-0.00235;0.02535;0.00822;0.01059;-0.0012599999999999998;0.02201;0.00126
-0.75;0.01367;0.00502;0.02226;-0.00464;0.01913;0.00918;0.01248;-0.00264;0.02579;-0.00159
-0.7400000000000002;0.02039;-0.0032;0.01351;-0.00404;0.02081;0.01038;0.01853;-0.00464;0.02575;-0.00637
-0.7300000000000004;0.022955;-0.00892;0.00927;-0.00115;0.01953;0.01949;0.01994;-0.00214;0.02794;-0.01099
